max_x,max_y,max_z,min_x,min_y,min_z,mean_x,mean_y,mean_z,std_x,std_y,std_z,skew_x,skew_y,skew_z,entropy_x,entropy_y,entropy_z,activity
-5.69516,0.93800354,8.324585,-6.0057983,0.5619049,8.03418,-5.8373537636,0.73468652372,8.19381212,0.07753261162014083,0.0853075840910766,0.06122492130949295,-0.18938051053111254,0.365344365315706,-0.05457165974789898,-inf,-inf,-inf,0
-5.6475525,0.9808502,8.376953,-5.8915405,0.6428375,8.113922,-5.761491339999999,0.78063720732,8.244261687999998,0.04194501700051724,0.06536721288962076,0.04766634523296978,-0.06802951364039776,0.4899911857600811,-0.1351502824304061,-inf,-inf,-inf,0
-5.7177734,0.86421204,8.331726,-5.920105,0.6547394,8.086548,-5.815720955999999,0.74959716712,8.202505271999998,0.03856319546870236,0.03439224415384699,0.04194855816113372,3.902526690151998e-05,0.16910545897483423,0.18100293859746525,-inf,-inf,-inf,0
-5.553528,0.832077,8.5269165,-5.8665466,0.33457947,8.069885,-5.736725947999999,0.48264807044,8.280452868000001,0.05899382613396637,0.09935385998653164,0.0785404973077621,0.6105428343907536,1.9585897671296082,0.12205060592729232,-inf,-inf,-inf,0
-5.5904236,0.536911,8.461456,-5.7879944,0.35124207,8.182953,-5.6924796196,0.45266491644,8.323918452,0.03685235493758162,0.0367042367449098,0.056967212584676304,0.027840778557583167,-0.052632987100038234,0.010874005428977452,-inf,-inf,-inf,0
-5.6166077,0.6035614,8.540009,-5.88678,-0.11174011,8.023468,-5.7175972924,0.4106275622840001,8.298681744,0.04791962387658881,0.13990000582673204,0.0878922678002932,-0.5505804585822436,-2.1982202222773797,-0.42017616484723674,-inf,-inf,-inf,0
-5.5202026,1.9472809,8.638794,-7.0448303,-0.84251404,7.149872,-6.016767086800001,0.24189257989999996,8.027462302,0.29998361626216474,0.7894210158710216,0.34564344920514256,-0.7474747358568072,0.26263710643888816,-0.7223672276344201,-inf,-inf,-inf,0
-6.3283386,1.5616608,7.836609,-6.7960815,0.9427643,7.2236633,-6.592207518,1.23163659544,7.488084473200001,0.08622951760567069,0.12051594274677338,0.11992522238473688,0.5517682790911952,0.3460365599671078,0.33330138304832696,-inf,-inf,-inf,0
-6.485443,1.29982,7.665222,-6.7960815,1.0415497,7.279602,-6.6459277407999995,1.1686472151999998,7.446975466,0.06537696356671889,0.05266033904044532,0.07912842476871586,0.38774447388323857,0.08573589392650369,0.3284992467967707,-inf,-inf,-inf,0
-5.8855896,1.2379303,8.067505,-6.560425,0.92967224,7.5402527,-6.192252803600001,1.0822968722400002,7.8482727164,0.174886820049516,0.06317466709219406,0.12463674571488717,-0.5029329972546213,-0.0937269910593829,-0.07710149113948946,-inf,-inf,-inf,0
-5.908203,1.2331696,8.135345,-6.1236267,0.95347595,7.8711243,-6.015024648000001,1.06965710588,8.0158174968,0.04112483902324745,0.047776314512973324,0.046606727068416114,0.0316410129443118,0.4147391878762717,-0.17511269305237598,-inf,-inf,-inf,0
-5.9165344,1.1320038,8.178192,-6.1033936,0.8844452,7.8782654,-6.0174764408,1.03062377984,8.0091191316,0.03700464251354114,0.04074587067464895,0.048882940056266706,0.19592677606269998,-0.3258927913019042,0.09577695308976548,-inf,-inf,-inf,0
-5.939148,1.1165314,8.132965,-6.1367188,0.9106293,7.888977,-6.025474479600001,1.01534656048,8.0159746144,0.03577185608489029,0.038882904529963236,0.0437317582076563,0.08396764193719036,0.11606760344353617,0.196445084062583,-inf,-inf,-inf,0
-5.95343,1.1379547,8.105591,-6.1295776,0.9011078,7.875885,-6.05063025,1.01617968812,7.985805784,0.03023140479215249,0.038095462178167415,0.04342838515296079,0.26019785977148135,0.3394164512910769,-0.08428023313382474,-inf,-inf,-inf,0
-5.9558105,1.1177216,8.129395,-6.1164856,0.92729187,7.8996887,-6.0286356152,1.00391601512,8.00919533,0.029513161982024347,0.033587778321671584,0.042731625136084146,-0.12339332433891372,0.30674779622407283,0.08354262017152539,-inf,-inf,-inf,0
-5.9308167,1.0796356,8.106781,-6.1271973,0.9106293,7.863983,-6.0372573164,1.00214502276,8.003344391999999,0.03111968712061751,0.03304020988272099,0.04204163191566303,0.09082883902128423,-0.1856589045768933,-0.38397820416048944,-inf,-inf,-inf,0
-5.9439087,1.0939178,8.138916,-6.156952,0.9094391,7.8794556,-6.044441284,0.9942802741600001,7.996155648399999,0.03414303649307223,0.03479520025310153,0.04745485453042652,-0.08453133329179156,-0.006346557635481065,-0.01448565428529941,-inf,-inf,-inf,0
-5.9093933,1.0772552,8.141296,-6.1022034,0.9011078,7.896118,-6.0108209295999995,0.9907763684399999,8.027271879599999,0.033584401111009916,0.036154232626181004,0.042397170472076785,0.03904342094874495,-0.031169153558942512,-0.2204604112847668,-inf,-inf,-inf,0
-5.945099,1.0748749,8.147247,-6.1081543,0.9225311,7.9056396,-6.0248460612,0.9937280277599999,8.010418840400002,0.03406984248146933,0.028740742314896178,0.043329089333755594,0.006914713117884635,0.020776674562971505,0.14703301456286622,-inf,-inf,-inf,0
-5.915344,1.0832062,8.130585,-6.118866,0.9011078,7.900879,-6.017766843200001,0.9893005401999999,8.0214685008,0.03647683040641076,0.035643665306713486,0.04318208882145095,-0.18051619529972251,0.1560003940009708,-0.12716808551310532,-inf,-inf,-inf,0
-5.933197,1.0832062,8.129395,-6.112915,0.9308624,7.888977,-6.0159529984,0.9975413811199999,8.0219255168,0.03212303685523024,0.02905221578939368,0.043954044662668744,-0.02599632415328595,0.2551201829633288,-0.29387481991442993,-inf,-inf,-inf,0
-5.9058228,1.0772552,8.136536,-6.1093445,0.88920593,7.8544617,-6.0252745456,0.9912905268799999,8.0137084796,0.035553526779735375,0.03401982445283179,0.04111100745402018,0.4352499680117209,-0.04470747960451314,-0.12441982160175435,-inf,-inf,-inf,0
-5.915344,1.0843964,8.129395,-6.1164856,0.8856354,7.890167,-6.0115159956,0.98368762252,8.0215684704,0.03471928700739834,0.037650907361525765,0.044805402655914685,-0.2854122099660094,-0.1390655112463083,-0.09282688211892594,-inf,-inf,-inf,0
-5.965332,1.0962982,8.121063,-6.1355286,0.8987274,7.8461304,-6.0409564296,0.9984935322399999,8.000111823200001,0.03363592998174306,0.03194651762394664,0.04572000869478683,-0.1026701739640089,0.10181603276119375,-0.040846607005491295,-inf,-inf,-inf,0
-5.9617615,1.0653534,8.125824,-6.149811,0.9261017,7.850891,-6.0500065884000005,0.9927425562800001,7.994960696800001,0.03377770164071061,0.03085258514941534,0.04644319059961482,-0.14546774551631095,-0.1059807207788047,-0.08463250403537136,-inf,-inf,-inf,0
-5.95224,1.0677338,8.112732,-6.118866,0.9189606,7.9032593,-6.03931872,0.99331384428,8.0102045776,0.028956924554188412,0.028248527764390408,0.042395916005866126,-0.02101859141831337,-0.0028847554145702034,-0.0779785476309495,-inf,-inf,-inf,0
-5.9570007,1.0986786,8.111542,-6.126007,0.9082489,7.863983,-6.0497495044,0.9963892812799999,7.9933229896,0.03201370315890147,0.03152560583233691,0.04522246152864272,0.11069767279541798,-0.03819122807482974,0.21515980897865117,-inf,-inf,-inf,0
-5.939148,1.101059,8.115112,-6.1224365,0.91181946,7.8342285,-6.0401423368,0.98604895088,8.002596912,0.028574654456252742,0.031524614073775666,0.04232094374053979,0.10045092273092911,0.26848063638093317,-0.30310646980914074,-inf,-inf,-inf,0
-5.95224,1.0855865,8.168671,-6.1283875,0.91181946,7.8794556,-6.0411087640000005,0.99702246172,7.999788093200001,0.03237736820360271,0.0327143497096366,0.04641243326562221,-0.2008388999843231,0.12914219457452708,0.1371759596583497,-inf,-inf,-inf,0
-5.970093,1.0808258,8.112732,-6.164093,0.91539,7.868744,-6.050063725199999,0.99769848672,7.9939704752,0.031908410197691195,0.0304946733066983,0.04294669530535387,-0.05805782225953567,0.0520521181564359,-0.14635710557082776,-inf,-inf,-inf,0
-5.9046326,1.0736847,8.105591,-6.1402893,0.9094391,7.888977,-6.0495019580000005,0.9933043222400001,8.0058342504,0.03470320170298576,0.028894822337264408,0.041322144220004145,0.35956478272252146,-0.1375635168957923,-0.19832448067209174,-inf,-inf,-inf,0
